sample_name,library,organism,read1,read2,read_length,read_type
KIRP-FFF322EC-6F9A-42E4-879B-6439754FE484-X023-S13-L098-B1-T2-P055,ATAC,human,read1,read2,75,paired
LGGx-116B070A-3412-4866-87B9-8337AD92CA94-X022-S11-L066-B1-T1-P050,ATAC,human,read1,read2,75,paired
LGGx-116B070A-3412-4866-87B9-8337AD92CA94-X022-S11-L067-B1-T2-P048,ATAC,human,read1,read2,75,paired
LGGx-2B03F922-2B01-4A7B-988A-BFE9C3BDED00-X030-S02-L027-B1-T1-P075,ATAC,human,read1,read2,75,paired
LGGx-2B03F922-2B01-4A7B-988A-BFE9C3BDED00-X030-S02-L028-B1-T2-P081,ATAC,human,read1,read2,75,paired
LGGx-2F543B87-3A9F-4B55-9E8D-10B5AB94CE51-X034-S07-L129-B1-T1-P074,ATAC,human,read1,read2,75,paired
LGGx-2F543B87-3A9F-4B55-9E8D-10B5AB94CE51-X034-S07-L130-B1-T2-P081,ATAC,human,read1,read2,75,paired
LGGx-4E978019-CC7B-42B2-9396-8EEAF92432E4-X019-S03-L053-B1-T2-P045,ATAC,human,read1,read2,75,paired
LGGx-56FF7516-4BDD-4A58-8549-8AD0F007B970-X014-S09-L018-B1-T2-P032,ATAC,human,read1,read2,75,paired
LGGx-628A914A-4A96-4811-9479-2D8D447AF9E2-X013-S07-L061-B1-T1-P022,ATAC,human,read1,read2,75,paired
LGGx-628A914A-4A96-4811-9479-2D8D447AF9E2-X013-S07-L062-B1-T2-P028,ATAC,human,read1,read2,75,paired
LGGx-7BCD063E-F270-458F-9376-729BE2F3E2C6-X015-S02-L027-B1-T1-P037,ATAC,human,read1,read2,75,paired
LGGx-7BCD063E-F270-458F-9376-729BE2F3E2C6-X015-S02-L028-B1-T2-P036,ATAC,human,read1,read2,75,paired
LGGx-9A5916F6-43DA-40ED-A66A-7459EEBC8474-X018-S01-L025-B1-T1-P042,ATAC,human,read1,read2,75,paired
LGGx-9A5916F6-43DA-40ED-A66A-7459EEBC8474-X018-S01-L026-B1-T2-P044,ATAC,human,read1,read2,75,paired
LGGx-A6ED3CBE-E7FD-469C-BF98-07418F13E51B-X037-S06-L059-B1-T1-P094,ATAC,human,read1,read2,75,paired
LGGx-A6ED3CBE-E7FD-469C-BF98-07418F13E51B-X037-S06-L060-B1-T2-P087,ATAC,human,read1,read2,75,paired
LGGx-B0E1CD4B-FE13-4964-A0BB-59DFBA5A94BB-X020-S08-L015-B1-T1-P051,ATAC,human,read1,read2,75,paired
LGGx-B0E1CD4B-FE13-4964-A0BB-59DFBA5A94BB-X020-S08-L016-B1-T2-P048,ATAC,human,read1,read2,75,paired
LGGx-D032E98E-01EF-40D9-A839-F88F5E1F3DAF-X017-S03-L005-B1-T1-P046,ATAC,human,read1,read2,75,paired
LGGx-D032E98E-01EF-40D9-A839-F88F5E1F3DAF-X017-S03-L006-B1-T2-P045,ATAC,human,read1,read2,75,paired
LGGx-F649997E-20A9-43A5-B8ED-6C21363E4123-X036-S01-L025-B1-T1-P094,ATAC,human,read1,read2,75,paired
LGGx-F649997E-20A9-43A5-B8ED-6C21363E4123-X036-S01-L026-B1-T2-P095,ATAC,human,read1,read2,75,paired
LGGx-FC0365FE-DE25-4407-8951-F8D85551FBC3-X016-S10-L065-B1-T1-P032,ATAC,human,read1,read2,75,paired
LGGx-FC0365FE-DE25-4407-8951-F8D85551FBC3-X016-S10-L066-B1-T2-P031,ATAC,human,read1,read2,75,paired
LIHC-1916FDF9-2E1A-4B05-B5C6-98D5DBEA8488-X036-S08-L039-B1-T1-P104,ATAC,human,read1,read2,75,paired
LIHC-1916FDF9-2E1A-4B05-B5C6-98D5DBEA8488-X036-S08-L040-B1-T2-P097,ATAC,human,read1,read2,75,paired
LIHC-273EAF94-CC00-4303-B5FA-D097580CB5E6-X029-S04-L007-B1-T1-P074,ATAC,human,read1,read2,75,paired
LIHC-273EAF94-CC00-4303-B5FA-D097580CB5E6-X029-S04-L008-B1-T2-P070,ATAC,human,read1,read2,75,paired
LIHC-310B2961-4223-4541-AE8B-C22E20775318-X027-S06-L087-B1-T1-P065,ATAC,human,read1,read2,75,paired
LIHC-310B2961-4223-4541-AE8B-C22E20775318-X027-S06-L088-B1-T2-P062,ATAC,human,read1,read2,75,paired
LIHC-39F9069F-8AA1-46EE-B127-69157C3A94A1-X035-S09-L017-B1-T1-P099,ATAC,human,read1,read2,75,paired
LIHC-39F9069F-8AA1-46EE-B127-69157C3A94A1-X035-S09-L018-B1-T2-P100,ATAC,human,read1,read2,75,paired
LIHC-41A999C7-62D5-4AB7-9CA5-F39EF96141CD-X038-S02-L075-B1-T1-P091,ATAC,human,read1,read2,75,paired
LIHC-41A999C7-62D5-4AB7-9CA5-F39EF96141CD-X038-S02-L076-B1-T2-P096,ATAC,human,read1,read2,75,paired
LIHC-49E8423D-5CB8-4257-9BE8-0143D787C41F-X034-S12-L139-B1-T1-P082,ATAC,human,read1,read2,75,paired
LIHC-49E8423D-5CB8-4257-9BE8-0143D787C41F-X034-S12-L140-B1-T2-P079,ATAC,human,read1,read2,75,paired
LIHC-51CD5E23-C95F-4399-B77F-95B4C33E9173-X030-S06-L035-B1-T1-P076,ATAC,human,read1,read2,75,paired
LIHC-51CD5E23-C95F-4399-B77F-95B4C33E9173-X030-S06-L036-B1-T2-P079,ATAC,human,read1,read2,75,paired
LIHC-7BA22083-6B58-4B21-B764-6D1619419AAF-X025-S06-L038-B1-T2-P096,ATAC,human,read1,read2,75,paired
LIHC-855E9254-23F8-426E-9A20-D4A42A2662EA-X032-S07-L082-B1-T1-P070,ATAC,human,read1,read2,75,paired
LIHC-855E9254-23F8-426E-9A20-D4A42A2662EA-X032-S07-L083-B1-T2-P082,ATAC,human,read1,read2,75,paired
LIHC-9A74F036-42C5-44E2-8181-63D2B7526D80-X028-S12-L122-B1-T1-P060,ATAC,human,read1,read2,75,paired
LIHC-9A74F036-42C5-44E2-8181-63D2B7526D80-X028-S12-L123-B1-T2-P059,ATAC,human,read1,read2,75,paired
LIHC-A4C8EBCB-C1AD-43C3-96D3-17AC788E0C9E-X042-S04-L030-B1-T1-P086,ATAC,human,read1,read2,75,paired
LIHC-CA8B4E55-2856-4560-828D-C74F6F311E51-X024-S02-L005-B1-T3-P060,ATAC,human,read1,read2,75,paired
LIHC-CA8B4E55-2856-4560-828D-C74F6F311E51-X024-S02-L006-B1-T4-P063,ATAC,human,read1,read2,75,paired
LIHC-DD6CCFE8-1ADB-44E7-BD44-72C3AD7FA6C5-X031-S08-L061-B1-T1-P075,ATAC,human,read1,read2,75,paired
LIHC-DD6CCFE8-1ADB-44E7-BD44-72C3AD7FA6C5-X031-S08-L062-B1-T2-P076,ATAC,human,read1,read2,75,paired
LIHC-E4EEC6CC-FBEB-4FEA-8D51-FB07391A9D4A-X033-S05-L102-B1-T1-P070,ATAC,human,read1,read2,75,paired
LIHC-E4EEC6CC-FBEB-4FEA-8D51-FB07391A9D4A-X033-S05-L103-B1-T2-P071,ATAC,human,read1,read2,75,paired
LIHC-EA60FBEB-E9B9-4115-AC41-BEE17204C80C-X041-S01-L001-B1-T1-P084,ATAC,human,read1,read2,75,paired
LIHC-EA60FBEB-E9B9-4115-AC41-BEE17204C80C-X041-S01-L002-B1-T2-P086,ATAC,human,read1,read2,75,paired
LUAD-07B8C449-3062-436F-8274-4C27887BF8AB-X026-S01-L051-B1-T1-P064,ATAC,human,read1,read2,75,paired
LUAD-07B8C449-3062-436F-8274-4C27887BF8AB-X026-S01-L052-B1-T2-P066,ATAC,human,read1,read2,75,paired
LUAD-18545E4A-6285-4DB7-A52C-9E12075D6B89-X033-S04-L099-B1-T1-P074,ATAC,human,read1,read2,75,paired
LUAD-18B8C125-D05C-4AC1-A739-FCC610777B0F-X037-S01-L049-B1-T1-P088,ATAC,human,read1,read2,75,paired
LUAD-18B8C125-D05C-4AC1-A739-FCC610777B0F-X037-S01-L050-B1-T2-P089,ATAC,human,read1,read2,75,paired
LUAD-202446E0-6AF3-4F03-856A-0D60F466D2CE-X033-S08-L108-B1-T1-P080,ATAC,human,read1,read2,75,paired
LUAD-202446E0-6AF3-4F03-856A-0D60F466D2CE-X033-S08-L109-B1-T2-P081,ATAC,human,read1,read2,75,paired
LUAD-31981D14-6717-43C6-B0F3-4D477F637E6F-X036-S09-L041-B1-T1-P093,ATAC,human,read1,read2,75,paired
LUAD-31981D14-6717-43C6-B0F3-4D477F637E6F-X036-S09-L042-B1-T2-P095,ATAC,human,read1,read2,75,paired
LUAD-3AD9F8C2-688A-4795-8E69-9E6CC0A239A5-X042-S06-L034-B1-T1-P086,ATAC,human,read1,read2,75,paired
LUAD-3AD9F8C2-688A-4795-8E69-9E6CC0A239A5-X042-S06-L035-B1-T2-P087,ATAC,human,read1,read2,75,paired
LUAD-48A8548F-79B1-4013-A31C-B2BFDD33F634-X004-S02-L045-B1-T1-P001,ATAC,human,read1,read2,75,paired
LUAD-48A8548F-79B1-4013-A31C-B2BFDD33F634-X004-S02-L046-B1-T2-P001,ATAC,human,read1,read2,75,paired
LUAD-698EE8D8-3251-42DC-BB3B-FC3C046EC728-X002-S03-L005-B1-T1-P005,ATAC,human,read1,read2,75,paired
LUAD-6C75D43E-820A-490B-8BBA-8D3DCF19ACE5-X039-S12-L119-B1-T1-P100,ATAC,human,read1,read2,75,paired
LUAD-6C75D43E-820A-490B-8BBA-8D3DCF19ACE5-X039-S12-L120-B1-T2-P091,ATAC,human,read1,read2,75,paired
LUAD-7EA1F51C-B63F-4445-9BF2-62E7BA22D95A-X029-S03-L005-B1-T1-P080,ATAC,human,read1,read2,75,paired
LUAD-7EA1F51C-B63F-4445-9BF2-62E7BA22D95A-X029-S03-L006-B1-T2-P078,ATAC,human,read1,read2,75,paired
LUAD-84B38240-83D1-4303-89B6-FD624E2F8EB8-X035-S05-L009-B1-T1-P093,ATAC,human,read1,read2,75,paired
LUAD-84B38240-83D1-4303-89B6-FD624E2F8EB8-X035-S05-L010-B1-T2-P098,ATAC,human,read1,read2,75,paired
LUAD-8B7E9FCA-C6CF-45A8-8A9B-646198BB6495-X032-S03-L074-B1-T1-P070,ATAC,human,read1,read2,75,paired
LUAD-8B7E9FCA-C6CF-45A8-8A9B-646198BB6495-X032-S03-L075-B1-T2-P082,ATAC,human,read1,read2,75,paired
LUAD-8DD2E6E7-E560-47C9-8967-7F376B260524-X002-S02-L004-B1-T2-P005,ATAC,human,read1,read2,75,paired
LUAD-9B9C5C6D-1755-41CD-9BC1-BFBC5D383DE0-X001-S02-L003-B1-T1-P004,ATAC,human,read1,read2,75,paired
LUAD-9B9C5C6D-1755-41CD-9BC1-BFBC5D383DE0-X001-S02-L004-B1-T2-P004,ATAC,human,read1,read2,75,paired
LUAD-A1ABC0B2-D7F8-45B5-B431-AE23B19B8DED-X031-S05-L056-B1-T1-P075,ATAC,human,read1,read2,75,paired
LUAD-A1ABC0B2-D7F8-45B5-B431-AE23B19B8DED-X031-S05-L057-B1-T2-P071,ATAC,human,read1,read2,75,paired
LUAD-CA6F245B-30E0-48DE-AB15-23736E21D312-X028-S01-L101-B1-T1-P060,ATAC,human,read1,read2,75,paired
LUAD-CA6F245B-30E0-48DE-AB15-23736E21D312-X028-S01-L102-B1-T2-P059,ATAC,human,read1,read2,75,paired
LUAD-DFDCD538-5828-437C-A2DA-E0FA86DF1577-X004-S01-L043-B1-T1-P001,ATAC,human,read1,read2,75,paired
LUAD-DFDCD538-5828-437C-A2DA-E0FA86DF1577-X004-S01-L044-B1-T2-P001,ATAC,human,read1,read2,75,paired
LUAD-E25DF7DA-5F44-4BA5-9352-C2012B2AC18B-X038-S11-L093-B1-T1-P095,ATAC,human,read1,read2,75,paired
LUAD-E25DF7DA-5F44-4BA5-9352-C2012B2AC18B-X038-S11-L094-B1-T2-P094,ATAC,human,read1,read2,75,paired
LUAD-EBFDB93D-ABF0-44F5-B682-1F330405F9E9-X003-S02-L021-B1-T1-P003,ATAC,human,read1,read2,75,paired
LUAD-EBFDB93D-ABF0-44F5-B682-1F330405F9E9-X003-S02-L022-B1-T2-P003,ATAC,human,read1,read2,75,paired
LUAD-ECBD63B4-2B0B-4E3C-A25D-A3580CEAF276-X040-S01-L121-B1-T1-P101,ATAC,human,read1,read2,75,paired
LUAD-ECBD63B4-2B0B-4E3C-A25D-A3580CEAF276-X040-S01-L122-B1-T2-P102,ATAC,human,read1,read2,75,paired
LUAD-F2B26D56-4853-423E-AC90-9DB4AD7CE9EE-X030-S03-L029-B1-T1-P079,ATAC,human,read1,read2,75,paired
LUAD-F2B26D56-4853-423E-AC90-9DB4AD7CE9EE-X030-S03-L030-B1-T2-P072,ATAC,human,read1,read2,75,paired
LUSC-19B5174F-A29F-4022-8BF8-025685B32CB8-X034-S01-L118-B1-T1-P072,ATAC,human,read1,read2,75,paired
LUSC-19B5174F-A29F-4022-8BF8-025685B32CB8-X034-S01-L119-B1-T2-P082,ATAC,human,read1,read2,75,paired
LUSC-3453F6D2-352F-41E1-8307-382F1A2249CF-X030-S10-L043-B1-T1-P070,ATAC,human,read1,read2,75,paired
LUSC-3453F6D2-352F-41E1-8307-382F1A2249CF-X030-S10-L044-B1-T2-P072,ATAC,human,read1,read2,75,paired
LUSC-3780DC14-9D74-4BE6-9B91-D425244D1653-X028-S09-L116-B1-T1-P065,ATAC,human,read1,read2,75,paired
LUSC-3780DC14-9D74-4BE6-9B91-D425244D1653-X028-S09-L117-B1-T2-P059,ATAC,human,read1,read2,75,paired
LUSC-37DBAF18-D34C-40CE-AB6B-F9C136FE6271-X036-S02-L027-B1-T1-P090,ATAC,human,read1,read2,75,paired
LUSC-37DBAF18-D34C-40CE-AB6B-F9C136FE6271-X036-S02-L028-B1-T2-P091,ATAC,human,read1,read2,75,paired
LUSC-3AD1EA06-AA53-4C53-B436-4417FA2B8A0E-X031-S10-L064-B1-T1-P081,ATAC,human,read1,read2,75,paired
LUSC-3AD1EA06-AA53-4C53-B436-4417FA2B8A0E-X031-S10-L065-B1-T2-P082,ATAC,human,read1,read2,75,paired
LUSC-3E7D3CAA-ABD3-433A-8A2D-E301AF1AC735-X035-S04-L007-B1-T1-P100,ATAC,human,read1,read2,75,paired
LUSC-3E7D3CAA-ABD3-433A-8A2D-E301AF1AC735-X035-S04-L008-B1-T2-P097,ATAC,human,read1,read2,75,paired
LUSC-4F3028BD-96C0-4207-B1CC-6EFC91D9125D-X041-S10-L019-B1-T1-P085,ATAC,human,read1,read2,75,paired
LUSC-4F3028BD-96C0-4207-B1CC-6EFC91D9125D-X041-S10-L020-B1-T2-P086,ATAC,human,read1,read2,75,paired
LUSC-5AC6ED60-B4C0-42C1-BAB1-A173859818AE-X025-S04-L033-B1-T1-P061,ATAC,human,read1,read2,75,paired
LUSC-5AC6ED60-B4C0-42C1-BAB1-A173859818AE-X025-S04-L034-B1-T2-P066,ATAC,human,read1,read2,75,paired
LUSC-67CCECB1-91AF-4986-B16B-75803C469F29-X038-S06-L083-B1-T1-P094,ATAC,human,read1,read2,75,paired
LUSC-67CCECB1-91AF-4986-B16B-75803C469F29-X038-S06-L084-B1-T2-P092,ATAC,human,read1,read2,75,paired
LUSC-8C8D4BD8-7F67-421F-BAB4-21D157B4F4AA-X032-S08-L084-B1-T1-P073,ATAC,human,read1,read2,75,paired
LUSC-A81EDD99-26C1-4F2D-A67D-86E945AC532B-X037-S05-L057-B1-T1-P087,ATAC,human,read1,read2,75,paired
LUSC-A81EDD99-26C1-4F2D-A67D-86E945AC532B-X037-S05-L058-B1-T2-P097,ATAC,human,read1,read2,75,paired
LUSC-A834F34C-1FA7-45E9-B9A6-F6AC7D663F87-X027-S02-L079-B1-T1-P069,ATAC,human,read1,read2,75,paired
LUSC-A834F34C-1FA7-45E9-B9A6-F6AC7D663F87-X027-S02-L080-B1-T2-P063,ATAC,human,read1,read2,75,paired
LUSC-BC1759C1-171F-4663-83C6-52AC28059A9B-X040-S06-L130-B1-T1-P101,ATAC,human,read1,read2,75,paired
LUSC-BC1759C1-171F-4663-83C6-52AC28059A9B-X040-S06-L131-B1-T2-P103,ATAC,human,read1,read2,75,paired
LUSC-E6A5E1D5-E23C-4C9E-A4E8-5A399AD0660E-X024-S06-L013-B1-T1-P068,ATAC,human,read1,read2,75,paired
LUSC-E6A5E1D5-E23C-4C9E-A4E8-5A399AD0660E-X024-S06-L014-B1-T2-P060,ATAC,human,read1,read2,75,paired
LUSC-E6E5C1B0-56E7-4EF7-A54C-CFFF60873272-X039-S07-L109-B1-T1-P102,ATAC,human,read1,read2,75,paired
LUSC-E6E5C1B0-56E7-4EF7-A54C-CFFF60873272-X039-S07-L110-B1-T2-P098,ATAC,human,read1,read2,75,paired
LUSC-F57C391B-F43A-4E31-B666-4C2329037C06-X039-S11-L118-B1-T2-P098,ATAC,human,read1,read2,75,paired
MESO-1BB791A0-A0DD-407E-9CF7-C1057DAB6589-X032-S05-L078-B1-T1-P082,ATAC,human,read1,read2,75,paired
MESO-1BB791A0-A0DD-407E-9CF7-C1057DAB6589-X032-S05-L079-B1-T2-P081,ATAC,human,read1,read2,75,paired
MESO-1C3AE5C2-83C6-49F9-A008-9202D4788E07-X033-S01-L094-B1-T1-P076,ATAC,human,read1,read2,75,paired
MESO-1C3AE5C2-83C6-49F9-A008-9202D4788E07-X033-S01-L095-B1-T2-P079,ATAC,human,read1,read2,75,paired
MESO-2470AFE9-83F2-4F12-BE76-F26F4BA6B974-X035-S01-L001-B1-T1-P100,ATAC,human,read1,read2,75,paired
MESO-2470AFE9-83F2-4F12-BE76-F26F4BA6B974-X035-S01-L002-B1-T2-P096,ATAC,human,read1,read2,75,paired
MESO-4D0379C7-08E5-4F3D-852A-7F0454C6E192-X030-S11-L045-B1-T1-P074,ATAC,human,read1,read2,75,paired
MESO-4D0379C7-08E5-4F3D-852A-7F0454C6E192-X030-S11-L046-B1-T2-P076,ATAC,human,read1,read2,75,paired
MESO-E74BDC00-E094-44E8-9F4A-EB4038306740-X036-S10-L043-B1-T1-P096,ATAC,human,read1,read2,75,paired
MESO-E74BDC00-E094-44E8-9F4A-EB4038306740-X036-S10-L044-B1-T2-P092,ATAC,human,read1,read2,75,paired
MESO-F3321D8C-8D46-4877-A9A9-6B4DDA86E2A0-X040-S12-L143-B1-T2-P104,ATAC,human,read1,read2,75,paired
PCPG-007124EC-1F9B-4FCB-BC6E-DB8C25FD9146-X033-S03-L098-B1-T1-P073,ATAC,human,read1,read2,75,paired
PCPG-007124EC-1F9B-4FCB-BC6E-DB8C25FD9146-X033-S03-L100-B1-T2-P077,ATAC,human,read1,read2,75,paired
PCPG-172D2D46-36AD-49CF-A4CB-BCE28B8CDA13-X026-S12-L075-B1-T1-P066,ATAC,human,read1,read2,75,paired
PCPG-172D2D46-36AD-49CF-A4CB-BCE28B8CDA13-X026-S12-L076-B1-T2-P069,ATAC,human,read1,read2,75,paired
PCPG-3D543A8C-2366-4C7D-B8C2-2438E7B2A13F-X038-S04-L079-B1-T1-P093,ATAC,human,read1,read2,75,paired
PCPG-3D543A8C-2366-4C7D-B8C2-2438E7B2A13F-X038-S04-L080-B1-T2-P090,ATAC,human,read1,read2,75,paired
PCPG-6E12D868-CE35-491E-8811-263F1537B7FD-X036-S12-L047-B1-T1-P090,ATAC,human,read1,read2,75,paired
PCPG-6E12D868-CE35-491E-8811-263F1537B7FD-X036-S12-L048-B1-T2-P091,ATAC,human,read1,read2,75,paired
PCPG-76EE6592-FC58-4EBA-8E1E-6B5B937A4D9B-X029-S01-L001-B1-T1-P078,ATAC,human,read1,read2,75,paired
PCPG-76EE6592-FC58-4EBA-8E1E-6B5B937A4D9B-X029-S01-L002-B1-T2-P074,ATAC,human,read1,read2,75,paired
PCPG-BC53E760-C528-4E00-95C4-B58EC4745512-X040-S08-L134-B1-T1-P103,ATAC,human,read1,read2,75,paired
PCPG-BC53E760-C528-4E00-95C4-B58EC4745512-X040-S08-L135-B1-T2-P104,ATAC,human,read1,read2,75,paired
PCPG-BF252877-E0B6-4B37-B080-3F4C0BCBDFF6-X028-S03-L105-B1-T1-P063,ATAC,human,read1,read2,75,paired
PCPG-BF252877-E0B6-4B37-B080-3F4C0BCBDFF6-X028-S03-L106-B1-T2-P062,ATAC,human,read1,read2,75,paired
PCPG-F29BD6FA-566B-4459-97F8-9C4BDEABEC3E-X032-S10-L088-B1-T1-P105,ATAC,human,read1,read2,75,paired
PCPG-F29BD6FA-566B-4459-97F8-9C4BDEABEC3E-X032-S10-L089-B1-T2-P082,ATAC,human,read1,read2,75,paired
PRAD-178E3984-9A7E-4683-8F3E-AB3814DD4880-X026-S10-L071-B1-T1-P064,ATAC,human,read1,read2,75,paired
PRAD-178E3984-9A7E-4683-8F3E-AB3814DD4880-X026-S10-L072-B1-T2-P066,ATAC,human,read1,read2,75,paired
PRAD-1D2771DB-CB6D-4012-BABC-5962CBDB2278-X040-S09-L136-B1-T1-P105,ATAC,human,read1,read2,75,paired
PRAD-1D2771DB-CB6D-4012-BABC-5962CBDB2278-X040-S09-L137-B1-T2-P103,ATAC,human,read1,read2,75,paired
PRAD-1FB2E3C9-F5E7-4164-BB70-2272B373473A-X037-S12-L071-B1-T1-P097,ATAC,human,read1,read2,75,paired
PRAD-1FB2E3C9-F5E7-4164-BB70-2272B373473A-X037-S12-L072-B1-T2-P090,ATAC,human,read1,read2,75,paired
PRAD-24ED77D1-86DE-4B0A-A993-33D647818D84-X032-S04-L076-B1-T1-P083,ATAC,human,read1,read2,75,paired
PRAD-24ED77D1-86DE-4B0A-A993-33D647818D84-X032-S04-L077-B1-T2-P081,ATAC,human,read1,read2,75,paired
PRAD-26CBC4A0-77A9-4574-9D1E-10315A31BED7-X029-S07-L013-B1-T1-P076,ATAC,human,read1,read2,75,paired
PRAD-26CBC4A0-77A9-4574-9D1E-10315A31BED7-X029-S07-L014-B1-T2-P073,ATAC,human,read1,read2,75,paired
PRAD-39BCC794-CD38-4D22-8DC8-EF19373B53A3-X034-S06-L127-B1-T1-P075,ATAC,human,read1,read2,75,paired
PRAD-39BCC794-CD38-4D22-8DC8-EF19373B53A3-X034-S06-L128-B1-T2-P072,ATAC,human,read1,read2,75,paired
PRAD-3C129F3A-8168-47D9-8D38-8959B788B123-X034-S03-L122-B1-T1-P083,ATAC,human,read1,read2,75,paired
PRAD-3C129F3A-8168-47D9-8D38-8959B788B123-X034-S03-L123-B1-T2-P076,ATAC,human,read1,read2,75,paired
PRAD-49BC4035-EB29-4AFE-838F-271AC1B3D2BC-X042-S01-L024-B1-T1-P084,ATAC,human,read1,read2,75,paired
PRAD-49BC4035-EB29-4AFE-838F-271AC1B3D2BC-X042-S01-L025-B1-T2-P086,ATAC,human,read1,read2,75,paired
PRAD-4B159A90-F1FF-4FC4-8271-5AF6072F7EE4-X029-S12-L023-B1-T1-P078,ATAC,human,read1,read2,75,paired
PRAD-4B159A90-F1FF-4FC4-8271-5AF6072F7EE4-X029-S12-L024-B1-T2-P073,ATAC,human,read1,read2,75,paired
PRAD-4EB4F860-74BC-4A05-95A9-F97827BDA17C-X041-S03-L005-B1-T1-P085,ATAC,human,read1,read2,75,paired
PRAD-4EB4F860-74BC-4A05-95A9-F97827BDA17C-X041-S03-L006-B1-T2-P086,ATAC,human,read1,read2,75,paired
PRAD-53DF2155-A6B0-46AC-A21B-288784A53914-X038-S01-L073-B1-T1-P097,ATAC,human,read1,read2,75,paired
PRAD-53DF2155-A6B0-46AC-A21B-288784A53914-X038-S01-L074-B1-T2-P095,ATAC,human,read1,read2,75,paired
PRAD-61B4E703-CEB4-4117-9977-134941FD583F-X025-S08-L041-B1-T1-P067,ATAC,human,read1,read2,75,paired
PRAD-61B4E703-CEB4-4117-9977-134941FD583F-X025-S08-L042-B1-T2-P065,ATAC,human,read1,read2,75,paired
PRAD-6FF51A3D-B6AE-46F8-9A71-15AE21CF8C31-X031-S02-L050-B1-T1-P074,ATAC,human,read1,read2,75,paired
PRAD-6FF51A3D-B6AE-46F8-9A71-15AE21CF8C31-X031-S02-L051-B1-T2-P073,ATAC,human,read1,read2,75,paired
PRAD-7CE08E8F-38F0-4FE5-9446-865E105997E1-X036-S07-L037-B1-T1-P098,ATAC,human,read1,read2,75,paired
PRAD-7CE08E8F-38F0-4FE5-9446-865E105997E1-X036-S07-L038-B1-T2-P092,ATAC,human,read1,read2,75,paired
PRAD-8D256ADA-92B7-437E-8D09-4791A113D7C1-X024-S03-L007-B1-T1-P061,ATAC,human,read1,read2,75,paired
PRAD-8D256ADA-92B7-437E-8D09-4791A113D7C1-X024-S03-L008-B1-T2-P069,ATAC,human,read1,read2,75,paired
PRAD-90DF4FA1-85C0-4320-ADC5-9AFBAB6992D5-X038-S12-L095-B1-T1-P092,ATAC,human,read1,read2,75,paired
PRAD-90DF4FA1-85C0-4320-ADC5-9AFBAB6992D5-X038-S12-L096-B1-T2-P093,ATAC,human,read1,read2,75,paired
PRAD-A46AA022-8396-4DBE-9DB0-EF5D4D13EBFB-X040-S10-L138-B1-T1-P103,ATAC,human,read1,read2,75,paired
PRAD-A46AA022-8396-4DBE-9DB0-EF5D4D13EBFB-X040-S10-L139-B1-T2-P104,ATAC,human,read1,read2,75,paired
PRAD-B06E11EC-7D3E-4BFC-9D3F-33877A4D9E66-X028-S10-L118-B1-T1-P062,ATAC,human,read1,read2,75,paired
PRAD-B06E11EC-7D3E-4BFC-9D3F-33877A4D9E66-X028-S10-L119-B1-T2-P060,ATAC,human,read1,read2,75,paired
PRAD-BDFE10D1-4C84-446B-B962-20985B57AE5D-X033-S11-L114-B1-T1-P079,ATAC,human,read1,read2,75,paired
PRAD-BDFE10D1-4C84-446B-B962-20985B57AE5D-X033-S11-L115-B1-T2-P073,ATAC,human,read1,read2,75,paired
PRAD-C276D64C-147B-4F15-A27E-A8068FB06146-X025-S09-L043-B1-T1-P068,ATAC,human,read1,read2,75,paired
PRAD-C276D64C-147B-4F15-A27E-A8068FB06146-X025-S09-L044-B1-T2-P066,ATAC,human,read1,read2,75,paired
PRAD-C28DF709-212E-4835-AD1E-234A05480083-X035-S08-L015-B1-T1-P091,ATAC,human,read1,read2,75,paired
PRAD-C28DF709-212E-4835-AD1E-234A05480083-X035-S08-L016-B1-T2-P094,ATAC,human,read1,read2,75,paired
PRAD-C4C5514D-2C9F-412B-AB0F-7286EA248D0A-X030-S07-L037-B1-T1-P073,ATAC,human,read1,read2,75,paired
PRAD-C4C5514D-2C9F-412B-AB0F-7286EA248D0A-X030-S07-L038-B1-T2-P072,ATAC,human,read1,read2,75,paired
PRAD-C52513D1-8E67-419B-BC8F-D719459735F9-X030-S08-L039-B1-T1-P079,ATAC,human,read1,read2,75,paired
PRAD-C52513D1-8E67-419B-BC8F-D719459735F9-X030-S08-L040-B1-T2-P080,ATAC,human,read1,read2,75,paired
PRAD-F160CE71-20EB-48FB-B28D-C7BA4E926F0B-X039-S06-L107-B1-T1-P096,ATAC,human,read1,read2,75,paired
PRAD-F160CE71-20EB-48FB-B28D-C7BA4E926F0B-X039-S06-L108-B1-T2-P097,ATAC,human,read1,read2,75,paired
PRAD-FE4D9D9C-7794-4E71-B168-469AE41B08E6-X033-S09-L110-B1-T1-P080,ATAC,human,read1,read2,75,paired
PRAD-FE4D9D9C-7794-4E71-B168-469AE41B08E6-X033-S09-L111-B1-T2-P079,ATAC,human,read1,read2,75,paired
PRAD-FFB6C615-9A10-4E15-A662-EE808FDE451E-X031-S12-L068-B1-T1-P075,ATAC,human,read1,read2,75,paired
PRAD-FFB6C615-9A10-4E15-A662-EE808FDE451E-X031-S12-L069-B1-T2-P071,ATAC,human,read1,read2,75,paired
SKCM-0852FA43-7577-4456-8033-9A9156A7B258-X032-S12-L092-B1-T1-P070,ATAC,human,read1,read2,75,paired
